id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
154294,170253,Famicom Mini: Super Mario Bros. 2,NULL,2004-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149091,163161,Family Feud,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65030,39442,Faster Than Speed,NULL,2004-09-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176619,24161,Fatal Frame II: Crimson Butterfly - Director's Cut,"Mio and Mayu visit a spot in the forest that they used to play at during their childhood. The area is soon to be a dam site and the two sisters reminisce about the times they spent there. While remembering an accident in the forest that left Mayu's leg weak, Mio notices that her sister has disappeared. She sees Mayu chasing a crimson butterfly and, after following her, the two are spirited away into All God's Village (a.k.a. ""The Lost Village"" and ""Minakami Village"".)

Unknown to the twins, the village is the site of a mysterious ritual that failed, causing the village to be trapped in continuous night and to disappear from the region, destined to relive the events of the ritual's failure forever. The two sisters discover a newspaper clipping and photo of a couple on the outskirts of the village and decide to investigate before leaving by entering one of the nearby family houses after seeing a female ghost entering it. Inside they find the abandoned Camera Obscura, as well as the diaries of a woman who came to the village in search of her missing boyfriend, which the twins assume to be the ghost they viewed previously. Upon finding her final diary, the woman's ghost attacks the sisters in anger, forcing Mio to use the camera to exorcise her.

Although the plot of the game remained the same, a new ending called the ""Promise Ending"" was available as a conclusion to the story. The ending can be achieved by playing and completing the game on ""Nightmare"" difficulty with any rank.",2004-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38807,46458,FBI Hostage Rescue,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96948,129778,FCK: Lille Leo Bruger Bolden,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158652,6406,Fear Factor: Unleashed,NULL,2004-11-17 00:00:00.000,NULL,NULL,40.0000,1,NULL,NULL
138726,18331,Feel the Magic: XY/XX,NULL,2004-11-21 00:00:00.000,NULL,NULL,75.0000,3,70.3118,6
111374,135101,Fiber Twig,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185471,703,FIFA Soccer 2005,NULL,2004-10-08 00:00:00.000,12,NULL,82.0000,3,78.3894,54
185877,49195,FIFA Soccer 2005,NULL,2004-11-12 00:00:00.000,1,NULL,NULL,NULL,58.9837,10
146024,5834,Fight Club,NULL,2004-11-16 00:00:00.000,NULL,NULL,30.0000,2,NULL,NULL
151423,36732,Fighting Angels,"More Simple Series babes are featured in this fighting game. Select from ten Cat Fighters and battle one-on-one using sexy moves. Power up your sexy gauge to make use of your super sexy specials. Included in the game are tournament, survival, practice and death match modes along with a view mode that allows you view the girls from close up.",2004-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193280,408,Final Fantasy I & II: Dawn of Souls,NULL,2004-07-29 00:00:00.000,6,NULL,50.0000,2,69.3446,10
13251,49269,Finding Nemo: The Continuing Adventures,NULL,2004-09-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195281,1440,Fire Emblem: The Sacred Stones,NULL,2004-10-07 00:00:00.000,25,NULL,76.0000,3,91.9141,89
170581,123095,FireChild: Born Into the Fire,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161536,22631,Firefighter Command: Raging Inferno,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184837,2667,FlatOut,NULL,2004-11-05 00:00:00.000,35,NULL,80.0000,2,74.6747,123
66838,209455,Flipster,NULL,2004-09-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114326,44692,Football Kingdom: Trial Edition,NULL,2004-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135331,944,Football Manager 2005,NULL,2004-11-05 00:00:00.000,3,NULL,90.0000,1,72.1285,16
150755,4870,Ford Racing 3,NULL,2004-10-29 00:00:00.000,1,NULL,NULL,NULL,62.2374,8
156415,5839,Forgotten Realms: Demon Stone,NULL,2004-11-16 00:00:00.000,6,NULL,62.0000,4,59.9419,6
162249,8302,Formula One 04,NULL,2004-07-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181324,209577,Fritz: Grandmaster Challenge,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70510,49572,Fruits Mura no Doubutsu Tachi,NULL,2004-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6069,97370,Full House Kiss,"Suzuhara Mugi is a 15 year-old on a mission. She is determined to somehow get onto the campus of Shoukei Academy, a super, super elite high school.
The school is huge and private and has tight security.

Mugi is searching for her missing older sister, her only remaining family, and she has been led to believe that someone or something on the campus of that school will help her in her search. Unfortunately the strict school security is preventing her from getting onto the school grounds.

However, her luck changes when she literally runs into Midou Kazuya the son of an insanely rich mega-corporation president, and an elite person at the school. Midou is not impressed with Mugi’s sob story about needing to get into the school. He is a very smug and arrogant rich guy. But he can be reasonable, and he eventually strikes up a deal with Mugi, he will get her onto the school grounds in exchange for some labor on her part, she must come to his house and work as a maid! He lives with 3 other guys, known as the La Princes in the super elite school.",2004-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148405,19072,Fullmetal Alchemist 2: Curse of the Crimson Elixir,"Loosely based around the events of the first few episodes of the anime (with some plot elements borrowed from the manga), Edward and Alphonse learn of a frightening phenomenon sweeping Amestris; people in many regions are vanishing without a trace, supposedly spirited away by ""monsters"". In Resembool, Edward and Alphonse meet an enigmatic alchemist named Jack Crowley and an entity called the Phantom. It seems that they have some connection with both the disappearances and the strange creatures (known as Golems) appearing around the countryside. When sends the brothers and to investigate a village plagued by these monsters, they meet Arlen Glostner, an archaeologist who is studying the ancient civilization of Lebis. Edward and Alphonse soon find themselves headed for the ruins of Siam-Sid, the capital city of Lebis, to discover the truth behind the Golems and the puzzling disappearances.",2004-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70566,43405,Fullmetal Alchemist: Dream Carnival,"The game's story involves a fighting tournament during a large festival that allows for any pair of fighters to participate. The participants are allowed to use weapons and alchemical skills. The game's main characters are Edward Elric, Alphonse Elric, and Roy Mustang. The fighting involves the two versus two style of game playing. Each team shares a ""star"" meter which decreases each time one member of the team dies. If all the stars disappear, the battle ends.",2004-09-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63998,49594,Fullmetal Alchemist: Sonata of Memories,NULL,2004-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107397,66843,Futari ha Pretty Cure,NULL,2004-06-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72289,49569,Futari wa Precure: Arienai! Yume no Kuni wa Daimeikyuu,"Elder from the Garden of Light has called Misumi Nagisa and Yukishiro Honoka over to tell them the Evil King has stolen the Power of Dreams from the Garden of Dreams. Since this is the source of people's dreams, it's essential to take it back to where it belongs right away. While the Power was being transported, an accident broke it into many pieces. The girls are tasked with getting these fragments, which take the shape of hearts, back from five different worlds.",2004-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76202,4150,Future GPX Cyber Formula: Road to the Evolution,NULL,2004-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178831,6400,F-Zero Climax,NULL,2004-10-21 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
77523,4866,Gadget and the Gadgetinis,NULL,2004-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76779,49566,Gakkou no Kaidan: Hyakuyoubako no Fuuin,NULL,2004-08-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65191,49564,Gakuen Alice: Doki-doki Fushigi Taiken,"The game starts with you being introduced to several characters. However, just like Mikan, you have to find what your Alice is before becoming an official student. Your Alice depends upon your interactions with the characters and your character's appearance as well.",2004-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97663,214652,Gakuen Heaven: Boy's Love Scramble! Type B,"Ito Keita, an average high school boy, is surprised to receive an acceptance letter from the renowned Bell Liberty Academy.
After being involved in an accident (and luckily, surviving) on the day of his transfer, Keita finds himself among a variety of unique people... but what is Keita's ""special ability""? Will he truly be accepted into this school full of elite students?",2004-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17419,79291,Galaxy Angel: Eternal Lovers,NULL,2004-08-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152549,61958,Game Boy Wars Advance 1+2,NULL,2004-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141457,209592,Gamefest Puzzle Classic,NULL,2004-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84356,72072,Gametrak: Dark Wind,NULL,2004-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55358,146109,Gamlet,"The hair on your legs stands on end, your throat goes dry. You sense a presence, like a dog smells another dog. There is someone else on the balcony, in the dark corner by the balustrade. A spy? A prowler? But the wall is impossible to climb. Not a person then, but a demon. Baal-Zevuv? It steps out of the dark. A shudder of relief runs along your extremities as you recognise your dead father.",2004-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173849,5891,Garfield,NULL,2004-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143367,3278,Garry's Mod,NULL,2004-12-24 00:00:00.000,129,NULL,NULL,NULL,79.0694,273
102525,132871,Gates of Troy,NULL,2004-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123706,93384,Geopod XE,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163963,20186,Get On Da Mic,NULL,2004-11-05 00:00:00.000,NULL,NULL,60.0000,2,NULL,NULL
86118,49605,Get Ride! AMDriver: Senkou no Hero Tanjou,NULL,2004-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68614,49604,Get Ride! AMDriver: Shutsugeki! Battle Party,NULL,2004-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78965,47352,Ghost Master: The Gravenville Chronicles,NULL,2004-08-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168498,4890,Ghost Squad,NULL,2004-12-31 00:00:00.000,NULL,NULL,73.3333,3,76.0000,3
65075,70145,Glest,NULL,2004-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178026,5847,Godzilla: Save the Earth,"Save the Earth takes place two years after Godzilla: Destroy All Monsters Melee. The story involves mankind getting hold of Godzilla's DNA, known in the game as ""G-Cells."" The Vortaak learn of this, once again returning to Earth, controlling a vast army of monsters, including their ultimate weapon: SpaceGodzilla. The player faces down many controlled monsters in different locations. In the climax cut-scene, Godzilla confronts SpaceGodzilla in a final duel. Godzilla blasts off SpaceGodzilla's shoulder crystals causing a black hole to form. SpaceGodzilla is sucked in and apparently killed, forcing the Vortaak to retreat while Godzilla lets out a victorious roar, having saved the Earth yet again.",2004-11-02 00:00:00.000,NULL,NULL,NULL,NULL,69.9747,7
176530,1632,GoldenEye: Rogue Agent,"At the start of the game, a recording by M (head of MI6) reveals that: ""Three years ago, while on assignment, the agent was severely wounded in an encounter with Dr. No and subsequently lost the use of his right eye. Consumed with vengeance, he frequently resorts to violence and brutality, and is no longer fit for service with MI6."" According to the account, Dr. No shot the agent in his right eye during a mission.
Three years after the incident that claimed the agent's right eye, he is evaluated through a holographic simulation in which he is paired with 007 to stop Auric Goldfinger, a member of a criminal organization, from detonating a suitcase nuke inside Fort Knox. He fails the test and is held directly responsible for the ""death"" of 007. Charged with ""reckless brutality,"" he is dismissed from MI6. As he leaves the headquarters, he is seen reading an offer by Goldfinger to enlist in his organization.
The agent accepts Goldfinger's offer and is recruited as his enforcer, meeting with him at Auric Enterprises, where Goldfinger's scientists have developed a weapon known as the OMEN (Organic Mass Energy Neutralizer), which releases energy capable of breaking down organic matter on a nearly atomic level, resulting in disintegration. For his job of eliminating Dr. No, a fellow official of the criminal organization who has declared war on Goldfinger's branch of the organization, he is given a gold-hued cybernetic eye created by Francisco Scaramanga, another official of Goldfinger's organization (from which he receives his codename ""GoldenEye""). Scaramanga provides upgrades for the eye, starting with MRI vision. At Hong Kong, GoldenEye has to get a sniper rifle to take down Dr. No with the EM hack feature. At the Midas Casino, GoldenEye has to get to the vault (which can be found in multiplayer) to protect the OMEN with the magnetic polarity shield. At the Hoover Dam, GoldenEye has to destroy the dam and kill Xenia Onatopp. GoldenEye also tosses Oddjob over a rail into a pit inside the Hoover Dam after he betrays and attacks GoldenEye for unknown reasons. At The Octopus, GoldenEye has to download the navigation coordinates to Crab Key (Dr. No's base) with the help of the generated force field from his golden eye. He is eventually sent to Crab Key, where he confronts Dr. No. During their duel, GoldenEye uses his mechanical eye to sabotage the island's nuclear reactor, causing it to electrocute Dr. No. Upon No's death, Goldfinger contacts GoldenEye and informs him that he believes he is too dangerous to be left alive, and that he had contacted GoldenEye earlier and told him to activate a program which would shut down the Lair's defense grid. Goldfinger reveals that he is intent on taking over the Lair, and leaves GoldenEye to die in the impending nuclear meltdown. GoldenEye, however, manages to escape in Dr. No's osprey before the reactor overloads and the island is destroyed in a large explosion.
GoldenEye returns to the Lair intent on confronting Goldfinger. Pussy Galore rendezvous with GoldenEye and informs him that Goldfinger has used the OMEN to wipe out most of the Lair's guards, and taken control of it. Scaramanga provides the mechanical eye with a computer virus that he can use to overload the OMEN.
GoldenEye fights his way through the Lair, implanting the computer virus in the process, eventually reaching the area where Goldfinger and the OMEN are. Goldfinger traps GoldenEye inside a chamber that he claims will soon be devoid of oxygen. The computer virus then activates the OMEN, causing it to explode in a burst of energy, killing Goldfinger and his troops. GoldenEye and Galore leave the Lair aboard Galore's chopper, and Scaramanga and Number One (Ernst Stavro Blofeld) later discuss what to do with GoldenEye and decide to simply see what he does next before proceeding.",2004-11-22 00:00:00.000,5,NULL,63.3333,4,43.6149,13
105580,71426,Gooka: The Mystery of Janatris,NULL,2004-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177985,203176,GoPets,NULL,2004-08-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123694,74078,Gorky 02: Aurora Watching,NULL,2004-12-21 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
79793,26557,Gorky Zero: Beyond Honor,NULL,2004-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
30848,27535,Gotcha!,NULL,2004-07-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
50565,1488,Gradius V,NULL,2004-07-22 00:00:00.000,NULL,NULL,84.7500,4,75.0665,9
22559,11358,Graffiti Kingdom,NULL,2004-09-22 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
31721,1601,Gran Turismo 4,NULL,2004-12-28 00:00:00.000,35,NULL,86.6667,4,86.1357,115
79376,3266,Grand Theft Auto Advance,NULL,2004-10-26 00:00:00.000,4,NULL,60.0000,2,55.1498,13
181826,5854,Greg Hastings' Tournament Paintball,NULL,2004-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118338,24162,Gretzky NHL 2005,NULL,2004-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21401,64222,GT Racers,NULL,2004-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133156,47355,GunGriffon Allied Strike,NULL,2004-12-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81913,196489,Gunny Bunny,NULL,2004-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185363,9614,Gurumin: A Monstrous Adventure,"""Gurumin stars Parin, a strong-willed girl sent to live with her grandfather in a small mining town. Parin soon discovers an invisible monster village hidden behind her home. She is quickly drawn into a fight between the village’s friendly monster residents and the Phantoms, evil monsters that want to destroy them. Learning of a weapon hidden underneath the village that she alone is fit to wield, Parin embarks on a quest to stop the Phantoms and make the world right. """,2004-12-25 00:00:00.000,2,NULL,84.6667,3,79.9945,5
53608,9606,Habitrail Hamster Ball,NULL,2004-12-16 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
79462,9471,Half-Life 2: Deathmatch,NULL,2004-11-30 00:00:00.000,20,NULL,NULL,NULL,75.6388,46
87501,135866,Hallrunner,NULL,2004-08-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115727,986,Halo 2,NULL,2004-11-09 00:00:00.000,150,NULL,80.6667,7,84.6599,479
154426,45149,Halo 2: Limited Collector's Edition,NULL,2004-11-09 00:00:00.000,NULL,NULL,NULL,NULL,80.0242,5
122738,6429,Hamtaro: Ham-Ham Games,NULL,2004-07-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21891,49636,Hanabi Hyakkei Advance,NULL,2004-08-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84768,70657,Harukanaru Toki no Naka de 3,"One rainy day Nozomi Kasuga and her two friends encounter a strange boy at their high school, who sends them hurtling across time and space to a place in another world called Kyō. This place bears a strong resemblance to Kyoto at the end of the Heian period, where the Minamoto clan (Genji), led by Minamoto no Yoritomo (based on the historical Minamoto no Yoritomo), is at war with the Taira clan (Heike), led by Taira no Kiyomori (based on the historical Taira no Kiyomori). The Heike hope to defeat the Genji by releasing vengeful spirits to disturb the Earth's natural flow of energies and to terrorize the land. The boy that Nozomi met is revealed to be the human form of Hakuryū, the White Dragon God said to protect Kyō, whose powers have greatly weakened due to the presence of the onryō. Nozomi discovers that she has the power to seal the onryō as Hakuryū no Miko, and she allies herself with the Genji in order to seal the onryō, restore Hakuryū's powers, and return home to her own world.",2004-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172424,20482,Harvest Moon: A Wonderful Life Special Edition,"The basic plot is similar to several previous Harvest Moon games: the main character, a young man, inherits a somewhat run-down farm after the death of his father. The game takes place in the small village of Forget-Me-Not Valley.

True to its name, the game progresses through the main character's entire adult life, from young adulthood to old age. NPCs in the game, including the main character's child and wife, also grow older as time passes,

However, numerous years are skipped as the game is progressed.",2004-11-11 00:00:00.000,2,NULL,80.0000,1,NULL,NULL
172279,78872,Harvest Moon: Another Wonderful Life,"The main character is a young woman from the city who inherits a somewhat run-down farm in Forget-Me-Not-Valley after the death of her father, and tries to make it successful with some help from her father's old friend, Takakura.",2004-07-08 00:00:00.000,3,NULL,NULL,NULL,78.0000,1
181315,79329,Hayarigami: Toshi Densetsu Kaii Jiken,NULL,2004-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57574,5860,Headhunter: Redemption,NULL,2004-08-27 00:00:00.000,2,NULL,50.0000,1,NULL,NULL
82682,146200,Health & Fitness Club Tycoon,NULL,2004-09-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84935,199806,Helicopter Game,NULL,2004-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134741,49632,Hello! Idol Debut,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42555,46879,Hero,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147129,25364,Heroes of Might and Magic IV: Complete Edition,NULL,2004-09-08 00:00:00.000,1,NULL,NULL,NULL,75.3304,7
165888,185937,Hi Hi Puffy AmiYumi: World Tour,NULL,2004-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191079,50073,Hidden & Dangerous 2: Courage Under Fire,NULL,2004-11-21 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,0
86407,47357,High Rollers Casino,NULL,2004-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186727,31363,Higurashi no Naku Koro ni: Chapter 4 - Himatsubushi,"The 58th year of Shouwa, early summer.
It’s June, and the summer heat has arrived earlier than it does most years.
By day there are crickets, and by night there are cicadas.

We’re in Hinamizawa, a small village in the countryside.
There are fewer than two thousand people here. But every year, there is an event.

This event is a mysterious death.

On a certain day in June, someone dies, and someone else goes missing.
The series of deaths is connected to the upheaval surrounding the dam construction project.
A murder case that was covered up is being reenacted.
Is it a conspiracy? A coincidence? Or perhaps a curse?

Someone who was supposed to be there isn’t.
Someone who wasn’t supposed to be there is.

Someone who was alive last night is dead now.
And someone who is here right now isn’t alive.

So, there is no way to avert tragedy. There is no choice but to give up.
But don’t give up.

Only you can stand up to this.",2004-08-13 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,1
192720,29837,Higurashi no Naku Koro ni: Chapter 5 - Meakashi,"June, 1983.

The summer heat has arrived earlier than it does most years.
By day there are cicadas, and by night, the higurashi.

Hinamizawa, a small village in the Japanese countryside.
While there are fewer than two thousand people there, every year, 'something' happens.

For the past 4 years, someone has died, and someone else has gone missing.
This series of deaths and disappearances is connected to the local resistance against a now-abandoned dam construction project.
A murder during the construction, covered up by the local authorities, is being re-enacted year after year.
Is it a conspiracy? A coincidence? Or perhaps a curse?

Someone who was supposed to be there... isn't.
Someone who wasn't supposed to be there... is.

Someone who was alive last night is now dead, and someone who is here right now isn't alive.

There is no way to avert this tragedy. There is no choice but to give up trying.

But even so... please don't give up.",2004-12-30 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,1
136574,178090,Horde of Directors,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176728,22453,Hot Shots Golf: Open Tee,NULL,2004-12-12 00:00:00.000,NULL,NULL,75.0000,1,NULL,NULL
163344,5862,Hot Wheels: Stunt Track Challenge,NULL,2004-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172090,218136,Houdini Master of the Extraordinary,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106982,43547,Hugo: Cannon Cruise,NULL,2004-11-03 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
52954,111320,Humphrey (2004),NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10718,73952,Hunting Unlimited 3,NULL,2004-08-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23219,86290,I Misteri di Maggia,NULL,2004-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191659,222809,I of the Enemy,NULL,2004-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6887,92700,Idols Galore!,NULL,2004-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119748,7507,Immortal Cities: Children of the Nile,NULL,2004-11-01 00:00:00.000,3,NULL,75.0000,3,65.8644,6
31231,210083,Impossible Golf: Worldwide Fantasy Tour,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43506,98279,IMVU,NULL,2004-12-31 00:00:00.000,4,NULL,NULL,NULL,NULL,NULL
134280,43609,In the Groove,NULL,2004-08-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120820,23543,IndyCar Series 2005,NULL,2004-07-24 00:00:00.000,NULL,NULL,67.0000,3,NULL,NULL
118140,92087,Inferno Pool,NULL,2004-11-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32876,24332,Inferno Pool,NULL,2004-11-04 00:00:00.000,NULL,NULL,62.5000,2,NULL,NULL
149776,27543,In-Fisherman: Freshwater Trophies,NULL,2004-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77117,196740,Initial D Arcade Stage 3,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74831,66582,InkBall,NULL,2004-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160990,185829,InuYasha: Demon Tournament,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154608,43655,InuYasha: The Secret of the Cursed Mask,NULL,2004-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39853,72987,Itadaki Street Special,NULL,2004-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163472,6355,It's Mr. Pants,NULL,2004-12-07 00:00:00.000,NULL,NULL,90.0000,1,NULL,NULL
141369,220945,J.League Winning Eleven 8: Asia Championship,NULL,2004-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34872,185899,JacadoLines,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152917,8154,Jackie Chan Adventures,NULL,2004-10-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
129350,53252,Jagged Alliance 2 Platinum,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14602,49612,Jaja-Kun Jr. Denshouki,NULL,2004-06-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191851,1530,Jak 3,"The game begins with Jak and Daxter being banished into the Wasteland by the tyrannical Count Veger for supposed crimes against Haven City. Ashelin, who opposes the banishment, gives Jak a beacon before she leaves and tells him to ""stay alive"". As they travel through the desert, flashbacks reveal that Haven City is at war between the Freedom League and the surviving Metal Heads and their allies, the KG Death Bots. The Palace is then destroyed by an unknown force. As Jak, Daxter, and Pecker lose consciousness, they are rescued by a group of desert-dwellers, who take them back to Spargus City.

Waking up in Spargus, the King, Damas, says that Jak must earn his place in the civilization by proving himself as a warrior in both the Arena challenges and by serving the city, who his ""life now belongs to"" for being rescued. His missions involve recovering artifacts after sandstorms, racing for both buggies and Leaper lizards for upgrades, Eco crystals and buggies, catching Kanga rats upon a Leaper lizard, and several other odd jobs in the oasis city. Most important among these events is that Jak is bestowed Light Eco abilities to balance the darkness within, granted to him at the Precursor temple by an oracle who believes that Jak is the last hope for the civilization. These powers include time-slowing abilities, healing powers, shield abilities, and even flight. Along the way, Jak befriends the Precursor Monk, Seem, and a buggy garage owner, Kliever – who initially dislike him until he gains their trust over time. During one of Damas' missions into the desert, Jak is found by Ashelin, who reveals that she knew Damas would find him since she knew he would check his old beacons. She refuses to tell him how she knows Damas and then begs Jak to come back to Haven City to defend it from the Metal Heads and the new Krimzon Guard Deathbots. Still embittered about being exiled, he refuses to return. Ashelin leaves him, but later, after finding out what the evil Count Veger has in store for his friends, Jak changes his mind and makes the journey via transport to Haven City. Jak and Daxter help reunite the resistance in Haven, who is divided due to barriers put up by enemies, and give them hope that they can beat back the Metal Heads and Deathbots.",2004-11-09 00:00:00.000,41,NULL,70.0000,3,75.5673,131
147644,223704,Jen Saves Ben,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179348,213711,Jetpak: Solar Crisis,NULL,2004-11-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91504,8954,Jets'n'Guns,NULL,2004-11-17 00:00:00.000,3,NULL,NULL,NULL,80.1197,7
6508,71814,JFK Reloaded,NULL,2004-11-22 00:00:00.000,4,NULL,NULL,NULL,60.0000,5
88997,62764,J-League Pro Soccer Club o Tsukurou! '04,NULL,2004-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151934,71284,John Deere: American Farmer,NULL,2004-06-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29158,126121,Jooleem,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22160,44646,K-1 Premium Dynamite!!,NULL,2004-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48733,49653,Kaiketsu Zorori to Mahou no Yuuenchi,NULL,2004-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178022,59003,Kamen Rider Blade,NULL,2004-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121225,23552,Karaoke Revolution Volume 2,NULL,2004-07-13 00:00:00.000,NULL,NULL,80.5000,2,NULL,NULL
